  POS: False

 --- 0 ---,  Epoch: 0, Average train loss: 1.776701, Train accuracy: 0.253189, Valid accuracy: 0.254673, Test accuracy: 0.236165
 --- True ---, Experiment: 9,  Epoch: 1, Average train loss: 1.734453, Train accuracy: 0.287272, Valid accuracy: 0.257009, Test accuracy: 0.240062
 --- True ---, Experiment: 9,  Epoch: 2, Average train loss: 1.712983, Train accuracy: 0.313176, Valid accuracy: 0.260903, Test accuracy: 0.244739
 --- True ---, Experiment: 9,  Epoch: 3, Average train loss: 1.693848, Train accuracy: 0.333139, Valid accuracy: 0.260903, Test accuracy: 0.249415
 --- True ---, Experiment: 9,  Epoch: 4, Average train loss: 1.673321, Train accuracy: 0.352128, Valid accuracy: 0.267913, Test accuracy: 0.242401
 --- True ---, Experiment: 9,  Epoch: 5, Average train loss: 1.658654, Train accuracy: 0.366248, Valid accuracy: 0.267134, Test accuracy: 0.245518
 --- True ---, Experiment: 9,  Epoch: 6, Average train loss: 1.641210, Train accuracy: 0.382510, Valid accuracy: 0.266355, Test accuracy: 0.236945
 --- True ---, Experiment: 9,  Epoch: 7, Average train loss: 1.625599, Train accuracy: 0.396338, Valid accuracy: 0.269470, Test accuracy: 0.240842
 --- True ---, Experiment: 9,  Epoch: 8, Average train loss: 1.610151, Train accuracy: 0.415328, Valid accuracy: 0.270249, Test accuracy: 0.239283
 --- True ---, Experiment: 9,  Epoch: 9, Average train loss: 1.596674, Train accuracy: 0.426526, Valid accuracy: 0.273364, Test accuracy: 0.244739
 --- True ---, Experiment: 9,  Epoch: 10, Average train loss: 1.577425, Train accuracy: 0.443471, Valid accuracy: 0.274143, Test accuracy: 0.243180
 --- True ---, Experiment: 9,  Epoch: 11, Average train loss: 1.565559, Train accuracy: 0.456130, Valid accuracy: 0.275701, Test accuracy: 0.245518
 --- True ---, Experiment: 9,  Epoch: 12, Average train loss: 1.552562, Train accuracy: 0.470445, Valid accuracy: 0.272586, Test accuracy: 0.242401
 --- True ---, Experiment: 9,  Epoch: 13, Average train loss: 1.534612, Train accuracy: 0.479891, Valid accuracy: 0.267134, Test accuracy: 0.244739
 --- True ---, Experiment: 9,  Epoch: 14, Average train loss: 1.521379, Train accuracy: 0.492063, Valid accuracy: 0.270249, Test accuracy: 0.240062
 --- True ---, Experiment: 9,  Epoch: 15, Average train loss: 1.507592, Train accuracy: 0.504431, Valid accuracy: 0.271807, Test accuracy: 0.245518
 --- True ---, Experiment: 9,  Epoch: 16, Average train loss: 1.493219, Train accuracy: 0.517382, Valid accuracy: 0.266355, Test accuracy: 0.247857
 --- True ---, Experiment: 9,  Epoch: 17, Average train loss: 1.483656, Train accuracy: 0.526731, Valid accuracy: 0.266355, Test accuracy: 0.247857
 --- True ---, Experiment: 9,  Epoch: 18, Average train loss: 1.471328, Train accuracy: 0.535300, Valid accuracy: 0.267913, Test accuracy: 0.248636
 --- True ---, Experiment: 9,  Epoch: 19, Average train loss: 1.452660, Train accuracy: 0.542701, Valid accuracy: 0.265576, Test accuracy: 0.248636
 --- True ---, Experiment: 9,  Epoch: 20, Average train loss: 1.440128, Train accuracy: 0.553608, Valid accuracy: 0.263240, Test accuracy: 0.252533
 --- True ---, Experiment: 9,  Epoch: 21, Average train loss: 1.429547, Train accuracy: 0.565001, Valid accuracy: 0.262461, Test accuracy: 0.250195
 --- True ---, Experiment: 9,  Epoch: 22, Average train loss: 1.413261, Train accuracy: 0.572208, Valid accuracy: 0.258567, Test accuracy: 0.251754
 --- True ---, Experiment: 9,  Epoch: 23, Average train loss: 1.403691, Train accuracy: 0.582335, Valid accuracy: 0.262461, Test accuracy: 0.250195
 --- True ---, Experiment: 9,  Epoch: 24, Average train loss: 1.388722, Train accuracy: 0.588665, Valid accuracy: 0.259346, Test accuracy: 0.256430
 --- True ---, Experiment: 9,  Epoch: 25, Average train loss: 1.373679, Train accuracy: 0.598500, Valid accuracy: 0.259346, Test accuracy: 0.253313
 --- True ---, Experiment: 9,  Epoch: 26, Average train loss: 1.361706, Train accuracy: 0.606291, Valid accuracy: 0.254673, Test accuracy: 0.254871
 --- True ---, Experiment: 9,  Epoch: 27, Average train loss: 1.353292, Train accuracy: 0.614081, Valid accuracy: 0.260903, Test accuracy: 0.257210
 --- True ---, Experiment: 9,  Epoch: 28, Average train loss: 1.337101, Train accuracy: 0.620800, Valid accuracy: 0.255452, Test accuracy: 0.255651
 --- True ---, Experiment: 9,  Epoch: 29, Average train loss: 1.328376, Train accuracy: 0.628786, Valid accuracy: 0.254673, Test accuracy: 0.253313
[0.27647975, 0.276480, 0.274143, 0.29127726, 0.27258566, 0.27725857, 0.27102804, 0.27258566, 0.28271028, 0.27570093]
 Best Mean: 0.277025, Min: 0.271028, Max: 0.291277

